code_barre;nom;description_f;mark;type_article;price;quantite_current;unite;vat;id_family;id_supplier
242837;ROBINET A BILLE POUR GAZ 1/2 MF ARGB;;;;6,26;;pces;21,00;15;2
259859;HSH FLEXIBLE 50CM GAS INOX 1/2MF EN14800;;;;11,00;;pces;21,00;15;2
116640;BAIN STANDARD Ac.160x70 SANS PIEDS 2,3MM - BLANC;;;;57,75;;pces;21,00;16;2
311482;PIEDS A COLLER POUR BAIGNOIRES 2,366 EUROWA;;;;10,55;;pces;21,00;16;2
883850;FIMS LAVABO 60CM - BLANC;;;;22,64;;pces;21,00;16;2
171820;COUPE-AIR AuTOMAT. POUR BAIN SORTIE VIDAGE DIAM. 50;;;;30,75;;pces;21,00;16;2
182200;SIPHON BOUTEILLE 5/4 POUR LAVABO - CHROME;;;;8,66;;pces;21,00;16;2
130730;SET 2 FIXATIONS M10/140 WD140 ECROU NYLON;;;;0,99;;pces;21,00;16;2
402739;61X1666 BLu MITIGEUR BAIN-DOUCHE COMPL.A/SUPP.MURAL CHROME;;;;47,67;;pces;21,00;16;2
402737;RIVIERA BLU MITIGEUR LAVABO AVEC VIDAGE - CHROME;;;;33,90;;pces;21,00;16;2
378520;ROBINET ARR.EQUERRE A80A A/BOULE 1/203/8010 CHROME;;;;2,76;;pces;21,00;16;2
140390;MIROIR 5 MM 40x60;;;;6,41;;pces;21,00;16;2
252580;ATTACHE-GLACE 3EU DE 4 PIECES - CHROME;;;;1,92;;pces;21,00;16;2
153030;ETAGERE VERRE CLAIR 60012;;;;3,34;;pces;21,00;16;2
315040;PAIRE CONSOLES P/TABLETTE S032;;;;14,28;;pces;21,00;16;2
377990;PORTE-SERVIETTE ANNEAU - CHROME;;;;12,69;;pces;21,00;16;2
212945;TUBE EUPEN HAUT TEMP 406m PAR LONGUEUR DE 4M;;;;7,95;;pces;21,00;16;2
264920;HT RA 18 COURBE 87 40;;;;1,36;;pces;21,00;16;2
265070;HT RA 7B TE CULOTT.87 40;;;;1,88;;pces;21,00;16;2
244100;ABU VENTICLAIR AERATEUR A MEMBRANE FIXE DIAM.40;;;;5,60;;pces;21,00;16;2
212946;TUBE EUPEN HAUT TEMP 50MM PAR LONGUEUR DE 4M;;;;9,69;;pces;21,00;16;2
264930;HT RA 18 COURBE 87 50;;;;1,59;;pces;21,00;16;2
265460;HT RA 14 ANNEAU REDUCTION 50040;;;;1,25;;pces;21,00;16;2
414490;TUBE 3/8-1/2010 -S0cm - CHROME;;;;2,97;;pces;21,00;16;2
378520;ROBINET ARR.EQUERRE A80A A/BOULE 1/203/8010 CHROME;;;;2,76;;pces;21,00;16;2
516510;COLLECTEUR 3/40M22 9532E2;;;;5,51;;pces;21,00;16;2
337160;CONSOLE MURALE METALLIQUE 3/4 POUR 9532.9532E;;;;3,01;;pces;21,00;16;2
201115;TUBE MULT/SKIN RouL.50m 2002 AVEC GAINE BLEU;;;;69,30;;pces;21,00;16;2
248856;TUBE MuLTISKIN RouL.50m 1602 AVEC GAINE BLEU;;;;45,62;;pces;21,00;16;2
248857;TUBE MULTISKIN ROUL.506 16X2 AVEC GAINE ROUGE;;;;45,62;;pces;21,00;16;2
334070;BOITIER SEUL 9840 1/201122;;;;2,93;;pces;21,00;16;2
123910;ROBINET A BILLE 3/4 UNIVERSAL;;;;6,43;;pces;21,00;16;2
774420;BOUCHON COLLECTEUR 9821 3/4;;;;1,25;;pces;21,00;16;2
122170;MAMELON 3/4 CONIQUE - BRONZE;;;;1,14;;pces;21,00;16;2
125528;SKINPRESS RACCORD DROIT 2003/4F TARAUDE;;;;3,90;;pces;21,00;16;2
865740;SKINPRESS RACCORD DROIT 2002-3/411 A SERTIR;;;;4,18;;pces;21,00;16;2
523090;supoPR.RAcc.DRoir1602-3/4 EUROCONUS ECROU PRISONN;;;;2,45;;pces;21,00;16;2
774420;BOUCHON COLLECTEUR 9821 3/4;;;;1,25;;pces;21,00;16;2
518150;EXTRACTEUR DECOR 100cRz A/GRILLE EXTRA-PLATE;;;;83,95;;pces;21,00;17;2
225482;GAINE GALVA DIAMETRE 100 -LONGUEUR DE 3M;;;;16,55;;pces;21,00;17;2
299837;COUDE GALVA 90' D.100 AVEC »INT;;;;9,73;;pces;21,00;17;2
178360;FLEXIBLE ALU DIAMETRE 100 GSA 100-3M -LONGUEUR 3M;;;;24,54;;pces;21,00;17;2
406916;BIS AERO COLLIER m8 DIAM.10066;;;;1,11;;pces;21,00;17;2
402963;GRILLE VENTILATION 15,50 15,5 - INOX;;;;4,78;;pces;21,00;17;2
465040;GRILLE VENTILATION POUR PORTE 46X9 - BLANC;;;;2,34;;pces;21,00;17;2
507691;ECO Room 100/430 RECUPERATEUR DE CHALEUR;;;;357,67;;pces;21,00;17;2
570290;FIMS CUVETTE DE WC SORTIE H - BLANC;;;;31,39;;pces;21,00;18;2
317660;F400 SIEGE WC AVEC CHARNIERES INOX - BLANC;;;;13,32;;pces;21,00;18;2
563610;RESERvo/R 9L POUR DUOBLOC - BLANC;;;;40,71;;pces;21,00;18;2
414490;TUBE 3/8-1/2010 -50cm - CHROME;;;;2,97;;pces;21,00;18;2
414310;S 8 RD 80wcR -2 FIXATIONS POUR WC;;;;1,02;;pces;21,00;18;2
213857;LONGUEUR DE 5M TUYAU GE8ERIT 90;;;;16,85;;pces;21,00;18;2
373590;MANCHETTE DE RACCORDEMENT 90mm P/CUVETTE MURALE;;;;10,62;;pces;21,00;18;2
175990;COUDE 90 90;;;;2,63;;pces;21,00;18;2
176260;OUVERTURE NETTOYAGE 90;;;;10,21;;pces;21,00;18;2
176420;MANCHON LONG 90;;;;4,83;;pces;21,00;18;2
176620;COLLIER GALVANISE AVEC 8- MANCHON 610-90;;;;2,90;;pces;21,00;18;2
176630;COLLIER GALVANISE AVEC B- MANCHON 1/2-90;;;;3,10;;pces;21,00;18;2
176530;MANCHON A EMBOITER 90;;;;2,59;;pces;21,00;18;2
315020;PORTE-PAPIER  -CHROME;;;;14,28;;pces;21,00;18;2
883740;FORS LAVE-MAINS 45CM AVEC TROP-PLEIN - BLANC;;;;21,23;;pces;21,00;18;2
130640;SET 2 FIXATIONS m 8/110 00980110 ECROU NYLON;;;;0,91;;pces;21,00;18;2
378520;ROBINET ARR.EQUERRE A80A A/souLE 1/203/8010 CHROME;;;;2,76;;pces;21,00;18;2
476000;CREPINE A BOUCHON PP 5121R POUR LAVABO 5/4055;;;;1,65;;pces;21,00;18;2
182200;SIPHON BOUTEILLE 5/4 POUR LAVABO - CHROME;;;;8,66;;pces;21,00;18;2
494220;LAGUNA ROBINET DE LAVABO EAU FROIDE - CHROME;;;;11,71;;pces;21,00;18;2
